id,summarized,text,root,length,emotion
hit:3819_conv:7639_uttr:1,0,my car was acting up and i was able to get a good deal at the car dealer to replace it,act,21,grateful
hit:3820_conv:7640_uttr:1,1,Felt spooky,feel,2,lonely
hit:3821_conv:7643_uttr:1,0,My son just graduated this spring and will be starting college in a couple of weeks.,graduate,17,sentimental
hit:3824_conv:7648_uttr:1,0,"I found out that I will need to travel abroad at my work, and it really took me off guard.",find,22,surprised
hit:3824_conv:7649_uttr:1,1,"My daughter, who is only 8, just landed her first triple back flip in gymnastics this week.",land,20,impressed
hit:3825_conv:7650_uttr:1,1,I just felt lost,feel,4,devastated
hit:3825_conv:7651_uttr:1,0,I cant believe my mother would go through my things!,believe,12,furious
hit:3826_conv:7653_uttr:1,0,"Yesterday, I wanted to cook something new for the first time, so I looked up this steak recipe and it went really well!",look,26,content
hit:3827_conv:7655_uttr:1,0,"it finally rained today , and i know whats coming next mosquitos they litterally will eat you alive in texas",rain,21,annoyed
hit:3828_conv:7656_uttr:1,0,I am always worrying about my kids and would hate to see something bad happen to them.,worry,18,afraid
hit:3830_conv:7661_uttr:1,0,i feel bad for never having money to participate in work functions,feel,12,guilty
hit:3832_conv:7665_uttr:1,0,My friend decided to lie about cheating with another girl when he was confronted with clear evidence,decide,17,disappointed
hit:3833_conv:7666_uttr:1,0,"I think after I pay off the mortgage, I'll be pretty happy in life.",think,17,content
hit:3836_conv:7672_uttr:1,0,I didnt study well before my exam and it was in two hours.,study,15,apprehensive
hit:3836_conv:7673_uttr:1,0,"I was helping my mom repain the house, and it reminded me of when I used to ask her if I can help her paint when I was little.",help,31,sentimental
hit:3837_conv:7674_uttr:1,1,Feels like we never left each other,feel,7,caring
hit:3838_conv:7676_uttr:1,0,Once I fell asleep and peed my pants in class,fall,10,ashamed
hit:3839_conv:7678_uttr:1,0,Once I was sitting next to a kid and he threw up all over me,sit,15,disgusted
hit:3840_conv:7681_uttr:1,1,Feels nice not to go add more debt,feel,8,proud
hit:3841_conv:7682_uttr:1,0,I get to take a cruise in a few weeks!,get,11,excited
hit:3843_conv:7686_uttr:1,1,I'm looking forward to get some exercise and make new friends,look,12,anticipating
hit:3843_conv:7687_uttr:1,0,"My 21st birthday was in three day, I could hardly sit still.",sit,14,anticipating
hit:3844_conv:7688_uttr:1,0,I heard a loud bang outside my house recently and thought someone was trying to break in.,hear,18,terrified
hit:3844_conv:7689_uttr:1,1,I'm finally done drawing this character for a contest.,do,11,content
hit:3849_conv:7698_uttr:1,1,I was trying to explain to a friend why something is happening and they just couldn't get it.,try,20,annoyed
hit:3851_conv:7702_uttr:1,0,I walked in on my buddy and my girlfriend in each others arms,walk,13,jealous
hit:3851_conv:7703_uttr:1,0,I took my 13 year old shopping for schoo clothes today.,take,12,angry
hit:3852_conv:7704_uttr:1,1,I got a new job that pays a lot more than my previous one.,get,15,hopeful
hit:3852_conv:7705_uttr:1,0,Once I accidentally farted very loud in school.,fart,9,embarrassed
hit:3856_conv:7712_uttr:1,1,"I told my mom that I didin't want to be in compsci anymore, because I was really miserable.",tell,20,joyful
hit:3857_conv:7714_uttr:1,1,"I saw so many dogs and oddly enough, cats",see,10,joyful
hit:3858_conv:7716_uttr:1,1,I kind of feel isolated here,feel,6,lonely
hit:3860_conv:7720_uttr:1,0,I have applied to 5 different colleges this year.,apply,10,hopeful
hit:3860_conv:7721_uttr:1,1,Think I've got everything covered for a good time.,think,11,prepared
hit:3861_conv:7723_uttr:1,1,I just found out that my entire family planned a beach vacation trip together and didn't include me.,find,20,furious
hit:3862_conv:7724_uttr:1,0,I once put my shoe on only to realize that there was a dead animal in it.,put,18,disgusted
hit:3862_conv:7725_uttr:1,1,I'm going to volunteer at a local food bank.,go,11,anticipating
hit:3863_conv:7726_uttr:1,0,I am trying a new diet and it not as hard as ones I have tried before.,try,18,content
hit:3864_conv:7728_uttr:1,1,A new amusement park is going to open near me.,go,11,excited
hit:3865_conv:7730_uttr:1,0,i felt bad when i couldnt get a gift my daughter wanted,feel,13,guilty
hit:3867_conv:7735_uttr:1,0,I was walking last night and someone started to follow me.,walk,12,afraid
hit:3868_conv:7736_uttr:1,0,I'm going to ask my girlfriend of 10 years to marry me next weekend.,go,16,joyful
hit:3869_conv:7738_uttr:1,1,I hate thunder,hate,3,terrified
hit:3869_conv:7739_uttr:1,0,"I went to the grocery store the other day and filled two carts full, but left with nothing!",go,20,embarrassed
hit:3870_conv:7740_uttr:1,1,I applied for a job that would allow me to work at home because I suffer from Lupus.,apply,19,disappointed
hit:3870_conv:7741_uttr:1,0,"I know it's August, but Halloween is so close I can feel it.",know,16,excited
hit:3871_conv:7742_uttr:1,0,My mom is finally coming to America after years of waiting for approval.,come,14,joyful
hit:3871_conv:7743_uttr:1,1,I work at a soup kitchen and there was this man who comes in every week.,work,17,caring
hit:3872_conv:7744_uttr:1,0,it upset me to see my brother with a brand new car,upset,12,jealous
hit:3872_conv:7745_uttr:1,0,My friend said they wanted to talk to me and didn't sound like their usual on the phone.,say,20,apprehensive
hit:3873_conv:7746_uttr:1,0,Feeling great since I have officially finished my Christmas shopping early!,feel,12,prepared
hit:3874_conv:7749_uttr:1,0,On Sundays I like to make my granny old recipes for my family.,like,14,sentimental
hit:3875_conv:7750_uttr:1,0,"I was checking the paper this morning, and I found our that I won $200 on the lottery!",check,21,surprised
hit:3876_conv:7753_uttr:1,0,I awoke to a hot plate of bacon and eggs this morning.,awake,13,surprised
hit:3877_conv:7754_uttr:1,1,I lied to a friend last week and felt bad.,lie,11,guilty
hit:3877_conv:7755_uttr:1,0,Driving to visit my mom yesterday reminded me so much of my childhood,remind,13,nostalgic
hit:3878_conv:7756_uttr:1,0,i was saddened when i couldnt get out of work on time,sadden,13,disappointed
hit:3879_conv:7758_uttr:1,0,"I've been having trouble financially, and my coworker brings me lunch everyday",have,14,grateful
hit:3879_conv:7759_uttr:1,0,I'm going to Ace every single class this semester.,go,11,confident
hit:3880_conv:7760_uttr:1,0,Came home to all my family here with a hot pot going!,come,13,surprised
hit:3880_conv:7761_uttr:1,1,My wife got into med school.,get,7,proud
hit:3882_conv:7764_uttr:1,1,My wife came home to an entire table of food I cooked.,come,13,caring
hit:3883_conv:7767_uttr:1,0,it was suprising to see my dog find his way home the other day,suprise,14,surprised
hit:3884_conv:7768_uttr:1,1,I thought I would do better,think,6,disappointed
hit:3884_conv:7769_uttr:1,0,I don't like seeing people with lots of money.,like,11,jealous
hit:3885_conv:7770_uttr:1,1,They're closing down after the wife passed away.,close,10,sentimental
hit:3886_conv:7773_uttr:1,0,I'm going to meet my long distance girlfriend next weekend!,go,12,excited
hit:3887_conv:7775_uttr:1,0,"I want to ask someone out on a date, but I don't know if I should.",want,19,apprehensive
hit:3888_conv:7776_uttr:1,0,i liked taking care of of my sisters pet the other day,like,12,caring
hit:3888_conv:7777_uttr:1,0,My local store stopped carrying my favorite spring rolls.,stop,10,sad
hit:3890_conv:7781_uttr:1,1,I realized that my life was pretty great while I was walking!,realize,13,content
hit:3891_conv:7782_uttr:1,1,I never sent that much money through the mail before.,send,11,trusting
hit:3891_conv:7783_uttr:1,0,I quit my job last week,quit,6,joyful
hit:3892_conv:7785_uttr:1,0,"i got up to get cereal this morning, but my roommate drank all my milk.",get,17,angry
hit:3894_conv:7788_uttr:1,0,I'm going to try out the new Japanese restaurant that just opened up next weekend.,go,17,excited
hit:3896_conv:7792_uttr:1,1,It is going to be fun,go,6,excited
hit:3896_conv:7793_uttr:1,1,I once walked around school campus and found toilet paper on my shoe.,walk,14,embarrassed
hit:3897_conv:7795_uttr:1,1,I once found money in the parking lot of a gas station.,find,13,grateful
hit:3898_conv:7797_uttr:1,1,I loved that class,love,4,prepared
hit:3900_conv:7801_uttr:1,0,MY sister always borrows money from me.,borrow,8,annoyed
hit:3901_conv:7802_uttr:1,0,"I once woke up from sleeping to feel paralyzed, like someone was standing on my chest.",wake,18,terrified
hit:3901_conv:7803_uttr:1,0,i went into that interview knowing i was going to get the job,go,13,confident
hit:3902_conv:7804_uttr:1,1,I moved away from my family and friends to start a new job next week.,move,16,lonely
hit:3902_conv:7805_uttr:1,0,"I once finished a whole bag of candy, just after startinf my new diet.",finish,16,ashamed
hit:3903_conv:7807_uttr:1,0,I went thrift shopping for the first time today,go,9,impressed
hit:3904_conv:7809_uttr:1,0,"My friends asked me to go out with them, but I had to decline it because I have to save money for bills.",ask,25,embarrassed
hit:3905_conv:7810_uttr:1,0,Someone cut me off in traffic the other day.,cut,10,angry
hit:3905_conv:7811_uttr:1,0,i felt all alone the other day when my family left home,feel,12,lonely
hit:3906_conv:7813_uttr:1,0,"I ordered a pizza, but the delivery person gave me an extra one.",order,15,surprised
hit:3908_conv:7816_uttr:1,1,I feel great.,feel,4,content
hit:3908_conv:7817_uttr:1,0,i cant wait to get my next paycheck,wait,9,anticipating
hit:3909_conv:7818_uttr:1,1,"My Grandma, whom I absolutely love and is the best Grandma, is moving back to my city to live here!",move,23,joyful
hit:3910_conv:7820_uttr:1,0,I know I'm going to get fired tomorrow.,know,10,anticipating
hit:3910_conv:7821_uttr:1,1,I could not wait to start school last semester.,wait,10,anticipating
hit:3911_conv:7822_uttr:1,0,MY daughter is joing the band this year,joe,8,confident
hit:3911_conv:7823_uttr:1,0,I'm feeling very happy now since my wife just got a new job she really wanted.,feel,18,proud
hit:3912_conv:7824_uttr:1,1,I put way too much on my credit card and can't even afford the minimum payment.,put,18,guilty
hit:3912_conv:7825_uttr:1,1,I get nostalgic when I hear Elvis.,get,8,sentimental
hit:3914_conv:7828_uttr:1,0,"i love my parents to death we grew up poor, but we always had all the basic stuff needed for school and clothing",love,24,grateful
hit:3914_conv:7829_uttr:1,0,I'm waiting to hear back from my doctor about my test results.,wait,14,hopeful
hit:3915_conv:7830_uttr:1,1,I just felt right,feel,4,content
hit:3915_conv:7831_uttr:1,0,"My family looks out for me no matter what, it's great to have them on my side, especially when I was struggling.",look,26,grateful
hit:3916_conv:7833_uttr:1,0,i cant wait for this friday!,wait,8,excited
hit:3917_conv:7834_uttr:1,0,I am going camping this weekend and I bought everything I need well in advance.,go,16,prepared
hit:3917_conv:7835_uttr:1,0,I think me and my ex are broken up for good.,think,12,angry
hit:3918_conv:7836_uttr:1,0,"While a lot of my coworkers quit to go to a competitor, I'm staying with my company.",stay,20,faithful
hit:3918_conv:7837_uttr:1,1,I studied all week,study,4,prepared
hit:3919_conv:7839_uttr:1,0,I can't wait for the release of the new Super Smash Brothers game.,wait,15,excited
hit:3920_conv:7840_uttr:1,0,MY daughter told me she wants toplay bass guitar.,tell,10,surprised
hit:3920_conv:7841_uttr:1,0,Last year i got so stuffed last year during thanksgiving that i fell asleep watching football before they even served dessert,stuff,21,content
hit:3922_conv:7844_uttr:1,1,"I just went for my yearly physical and thought everything was good, but I got a call that the doctor wanted to talk to me about some blood work.",go,31,apprehensive
hit:3922_conv:7845_uttr:1,1,I've got a wonderful family and can do the things I enjoy.,get,14,content
hit:3923_conv:7846_uttr:1,0,i trusted my brother the other day and regret it,trust,10,trusting
hit:3924_conv:7848_uttr:1,0,"I was hoping to go out with my friend's this weekend, but it was raining all weekend.",hope,20,disappointed
hit:3925_conv:7850_uttr:1,1,I knew my dad was going to pick me up last week.,know,13,trusting
hit:3931_conv:7862_uttr:1,1,I can't wait for this new video game to come out in November.,wait,15,anticipating
hit:3934_conv:7868_uttr:1,0,I ordered a pizza today and it was not good.,order,11,disgusted
hit:3935_conv:7871_uttr:1,1,I felt alone last week.,feel,6,lonely
hit:3936_conv:7873_uttr:1,0,I took $5 out of my 5 year old's birthday stash yesterday.,take,15,guilty
hit:3937_conv:7875_uttr:1,1,I felt dumb,feel,3,angry
hit:3938_conv:7877_uttr:1,0,I bought a bag of frozen fish last week to cook today.,buy,13,furious
hit:3939_conv:7878_uttr:1,0,MY friend just got engaged.,engage,6,jealous
hit:3940_conv:7880_uttr:1,1,All that hard work before hand really paid off!,pay,10,prepared
hit:3940_conv:7881_uttr:1,0,im a little on the fence if i should ask for time off this week,be,16,apprehensive
hit:3942_conv:7885_uttr:1,0,I buy things that my kids don't like so I don't have to share.,buy,17,guilty
hit:3943_conv:7886_uttr:1,1,I felt like a rat,feel,5,ashamed
hit:3944_conv:7888_uttr:1,0,I recently adopted a dog and have been enjoying taking care of it.,adopt,14,caring
hit:3945_conv:7891_uttr:1,1,I used my skills to pick the winning numbers in the lottery today.,use,14,proud
hit:3946_conv:7892_uttr:1,0,I think my life is pretty good right now.,think,10,content
hit:3947_conv:7894_uttr:1,1,It makes me want one,make,5,jealous
hit:3949_conv:7898_uttr:1,0,I can't believe my landloard still hasnt fixed my stove,believe,12,angry
hit:3951_conv:7902_uttr:1,0,I heard something under my bed last night and freaked out.,hear,12,terrified
hit:3953_conv:7907_uttr:1,1,No one expected it,expect,4,devastated
hit:3954_conv:7908_uttr:1,1,My mom cheated on my dad!!,cheat,8,furious
hit:3955_conv:7910_uttr:1,0,I went through allof m FB photo albums today,go,9,sentimental
hit:3955_conv:7911_uttr:1,1,Crushing.,crush,2,embarrassed
hit:3956_conv:7913_uttr:1,1,"One night, I was abducted by aliens.",abduct,9,afraid
hit:3957_conv:7914_uttr:1,0,I promised my daughter I would watch IT wih her tonight.,promise,12,terrified
hit:3958_conv:7917_uttr:1,0,"i cant wait for thanksgiving all the food around me , and see all my family pigging out makes me so happy and thankful for everything in life",wait,29,grateful
hit:3959_conv:7919_uttr:1,0,My friend just got back with her ex AGAIN,get,9,angry
hit:3961_conv:7922_uttr:1,0,I lost my ipad the othe day,lose,7,devastated
hit:3963_conv:7926_uttr:1,0,I wish I could sit around and eat and sleep all day like my cat.,wish,16,jealous
hit:3964_conv:7928_uttr:1,1,My friend bought me dinner tonight.,buy,7,grateful
hit:3964_conv:7929_uttr:1,1,"I don't know anything bout cars, but I know my guy is honest.",know,16,trusting
hit:3965_conv:7930_uttr:1,0,My daughter showed me a poem she wrote earlier today,show,10,impressed
hit:3966_conv:7933_uttr:1,0,MY son just wasted my soda on some important papers.,waste,11,angry
hit:3967_conv:7935_uttr:1,1,I recently got a job with better pay.,get,9,excited
hit:3968_conv:7937_uttr:1,0,i went to my friend's birthday party a few weeks ago,go,12,anticipating
hit:3969_conv:7938_uttr:1,1,My daughter got straight As all year long!,get,9,proud
hit:3970_conv:7940_uttr:1,0,So I was coming home last night kinda late and It was really dark outside my house..,come,18,terrified
hit:3970_conv:7941_uttr:1,1,I read this amazing book.,read,6,impressed
hit:3972_conv:7945_uttr:1,1,I knew I was going to get this job.,know,10,confident
hit:3974_conv:7948_uttr:1,1,I took care of my sick cat over the weekend.,take,11,caring
hit:3974_conv:7949_uttr:1,1,The entire last month I was getting ready for a trip around the world.,get,15,prepared
hit:3975_conv:7951_uttr:1,0,I had excargot over the summer on a cruise,excargot,9,disgusted
hit:3976_conv:7953_uttr:1,0,Someone just stole my car.,steal,6,furious
hit:3977_conv:7955_uttr:1,0,I have really gotten into that show Power.,get,9,surprised
hit:3980_conv:7960_uttr:1,1,We were going to see some new breweries,go,8,anticipating
hit:3983_conv:7967_uttr:1,0,I moved to a different state for my husband's job and left the rest of my family behind.,move,20,sad
hit:3984_conv:7968_uttr:1,1,I moved away from my home town last year for a new job.,move,14,lonely
hit:3984_conv:7969_uttr:1,1,"I haven't seen my family in years and she made my year, my century!",see,17,joyful
hit:3985_conv:7970_uttr:1,0,I went into the bathroom at work today and someone had clogged it.,go,14,disgusted
hit:3987_conv:7974_uttr:1,0,I saw an ad for Disneyland and I remembered the first time I had ever been there,see,17,nostalgic
hit:3988_conv:7976_uttr:1,1,I was shocked in a good way when my aunt made my graduation.,shock,14,surprised
hit:3991_conv:7982_uttr:1,1,I stole money from my mom's purse.,steal,9,guilty
hit:3992_conv:7984_uttr:1,0,I am waiting to see if I got that new job I applied for,wait,14,hopeful
hit:3993_conv:7986_uttr:1,1,I have been struggling with a flare up from my Rheumatoid Arthritis after I had such a long period of feeling good.,struggle,23,sad
hit:3996_conv:7992_uttr:1,1,I do feel sort of bad.,feel,7,guilty
hit:3999_conv:7999_uttr:1,1,I ate really healthy,eat,4,proud
hit:4000_conv:8000_uttr:1,0,I thought I heard an animal trapped under my house last night.,think,13,afraid
hit:4001_conv:8002_uttr:1,1,The company that I working for is having financials issues.,have,11,grateful
hit:4002_conv:8005_uttr:1,1,My dog managed to slip out the door yesterday and ended up going straight for the road and got ran over.,manage,22,devastated
hit:4003_conv:8006_uttr:1,0,My friend randomly gave me a gift out of nowhere!,give,11,surprised
hit:4004_conv:8008_uttr:1,1,I'm really anticipating having to pack everything up and what a new house will feel like.,anticipate,18,anticipating
hit:4005_conv:8011_uttr:1,0,I miss the times when me and my cousins were going to the beach when we were young.,miss,19,nostalgic
hit:4006_conv:8012_uttr:1,1,My nephew stood up in front of everyone and farted.,stand,11,disgusted
hit:4007_conv:8015_uttr:1,1,I'm missing my youthful vigor.,miss,7,lonely
hit:4009_conv:8019_uttr:1,1,I went to a minor league ball game last night and I saw a pitcher throw over 101 miles per hour!,go,22,impressed
hit:4011_conv:8023_uttr:1,1,I was watching a friend of my show of his juggling skills recently.,watch,14,impressed
hit:4012_conv:8024_uttr:1,1,I once was traveling at a speed in excess of the speed limit.,travel,14,guilty
hit:4014_conv:8028_uttr:1,0,Yesterday I was doing shores outside and was just finishing up when a lizard jumped on me out of nowhere!,do,21,surprised
hit:4016_conv:8032_uttr:1,1,I cooked for family last week and it tasted pretty bad.,cook,12,disappointed
hit:4016_conv:8033_uttr:1,1,I am really looking forward to the next Avatar movie.,look,11,anticipating
hit:4018_conv:8037_uttr:1,1,The other night I was watching this documentary about a puppy mill getting busted and the dogs getting rescued.,watch,20,caring
hit:4019_conv:8039_uttr:1,1,I found an old box of photos today.,find,9,nostalgic
hit:4020_conv:8040_uttr:1,0,I got a raise lately and didn't expect a raise this big!,get,14,surprised
hit:4021_conv:8043_uttr:1,1,Starting to get better at jogging.,start,7,proud
hit:4025_conv:8050_uttr:1,1,This morning I found a garden snake in my yard!,find,11,terrified
hit:4026_conv:8052_uttr:1,1,My neighbors are still shooting off fireworks at night.,shoot,10,annoyed
hit:4027_conv:8054_uttr:1,1,I miss the old days when life was simple.,miss,10,nostalgic
hit:4028_conv:8057_uttr:1,1,"So a few years ago, my best friend who lives in NYC surprised me by flying down to spend New Year's Eve with me in my city.",surprise,30,surprised
hit:4029_conv:8059_uttr:1,0,I am going to visit my friend in France next month.,go,12,excited
hit:4030_conv:8060_uttr:1,1,I just started a month long class for work in a town that I have never been.,start,18,lonely
hit:4030_conv:8061_uttr:1,1,Once I put my shirt on inside out by accident.,put,11,embarrassed
hit:4034_conv:8068_uttr:1,1,My pet ferret Fuzzy died the other day.,die,9,sad
hit:4035_conv:8070_uttr:1,1,I jumped and ran back inside,jump,6,terrified
hit:4036_conv:8073_uttr:1,0,I accidentally spilled my coffee on my date a few days ago,spill,12,embarrassed
hit:4037_conv:8074_uttr:1,0,I just moved to a new city for my job.,move,11,lonely
hit:4038_conv:8076_uttr:1,1,I am done looking for love.,do,7,lonely
hit:4038_conv:8077_uttr:1,0,Recently my 18 month old has started repeating words so much more clearly.... makes me so happy!,make,19,proud
hit:4039_conv:8078_uttr:1,1,I have done my grocery yesterday.,do,7,guilty
hit:4040_conv:8080_uttr:1,0,So I just saw I got a high score on my last test despite not studying enough .,see,18,surprised
hit:4040_conv:8081_uttr:1,1,I received my first check from my first job yesterday.,receive,11,joyful
hit:4041_conv:8083_uttr:1,0,"I was going to go to a work picnic today, but it didn't happen thanks to rain.",go,20,angry
hit:4042_conv:8084_uttr:1,1,I finally got the chance to meet them in person and took a 29 hour bus ride to another part of the US to finally meet them.,get,28,excited
hit:4044_conv:8089_uttr:1,0,My roommate moved out a month ago and decided to travel across the country living out of his SUV that he outfitted into a bedroom.,move,26,surprised
hit:4045_conv:8091_uttr:1,0,"I studied really hard for my exam, and I think I'll do well!",study,16,prepared
hit:4047_conv:8095_uttr:1,0,I was feeling rather anxious the other day because I smoked a ton of pot,feel,15,sentimental
hit:4048_conv:8096_uttr:1,1,I feel ashame when I have to change clothes in the men locker room.,feel,15,ashamed
hit:4049_conv:8098_uttr:1,0,My boyfriend surprised me with flowers today.,surprise,8,excited
hit:4051_conv:8102_uttr:1,1,It seems that during that period life was easier.,seem,10,nostalgic
hit:4051_conv:8103_uttr:1,0,"I love Marvel and DC, but i'm not so sure I should join the Comic Book Club at school.",love,22,apprehensive
hit:4052_conv:8105_uttr:1,0,"I was looking at pictures of when I got engaged and can't believe how time has flown by, 14 years later.",look,24,sentimental
hit:4056_conv:8112_uttr:1,0,I was driving my car all day and really needed the gas money,drive,13,grateful
hit:4056_conv:8113_uttr:1,1,I know nothing about cars and didn't know what to do besides calling my husband.,know,17,terrified
hit:4057_conv:8115_uttr:1,0,"I live in Canada, but I like a Nigerian man",live,11,hopeful
hit:4060_conv:8121_uttr:1,0,Today I went to the beach with my family and it reminded me of building castles in the sand as a kid.,go,23,nostalgic
hit:4061_conv:8122_uttr:1,0,I love to play a lot of Mario kart and I am very confident in my skills,love,17,confident
hit:4062_conv:8125_uttr:1,0,I was watching a horror movie with my friends and I got really scared,watch,14,terrified
hit:4064_conv:8129_uttr:1,1,One time I bought a five dollar lottery ticket.,buy,10,surprised
hit:4065_conv:8130_uttr:1,1,seeing your love one dying frightened me.,see,8,apprehensive
hit:4066_conv:8132_uttr:1,1,I fell for my ex again.,fall,7,sad
hit:4066_conv:8133_uttr:1,1,I love Star Wars more than anything!,love,8,excited
hit:4067_conv:8135_uttr:1,0,"I cared for my grandfather the last months of his life, I really enjoyed taking care of him",enjoy,19,caring
hit:4068_conv:8137_uttr:1,1,I spoke with numerous active and reserve personnel about their basic training experiences.,speak,14,terrified
hit:4069_conv:8139_uttr:1,0,My daughter is graduating from medical school this month.,graduate,10,proud
hit:4075_conv:8150_uttr:1,1,I ate half a sandwich before realizing the bread was old and moldy!,eat,14,disgusted
hit:4076_conv:8152_uttr:1,0,"I'm furious, I was almost killed by a semi-truck because he just randomly merged into my lane without looking!",kill,24,angry
hit:4076_conv:8153_uttr:1,1,MY daughter is headed to high school.,head,8,terrified
hit:4077_conv:8154_uttr:1,0,I am going to do much better this semester than last.,go,12,hopeful
hit:4077_conv:8155_uttr:1,1,My grandmother is moving into a retirement community in town after 30 years of living in another state.,move,19,caring
hit:4079_conv:8159_uttr:1,1,We just hired an exterminator last week for silverfish.,hire,10,annoyed
hit:4080_conv:8160_uttr:1,0,MY neighbors have been moving in for a month,move,9,annoyed
hit:4080_conv:8161_uttr:1,1,I recently got into watching golf on TV.,get,9,impressed
hit:4081_conv:8162_uttr:1,0,I ave the worst mailman,ave,5,angry
hit:4081_conv:8163_uttr:1,0,I just retired and feel truly happy for the first time in my life.,retire,15,content
hit:4082_conv:8165_uttr:1,1,I learned later that lion had escaped it's enclosure!,learn,11,terrified
hit:4083_conv:8166_uttr:1,1,I got locked out of my house today because I forgot my key.,lock,14,guilty
hit:4084_conv:8168_uttr:1,0,My father is going to give me a watch that has been passed down for 3 generations!,go,18,sentimental
hit:4085_conv:8170_uttr:1,1,My power lifting coach bench pressed 650 pounds for 3 reps.,press,12,impressed
hit:4086_conv:8172_uttr:1,0,I lost a lot of money at the casino,lose,9,guilty
hit:4088_conv:8176_uttr:1,1,My friends from high school decided to gather and have dinner together.,decide,13,disappointed
hit:4089_conv:8178_uttr:1,0,I found out that my girlfriend has been cheating on me.,find,12,devastated
hit:4090_conv:8181_uttr:1,0,I took like 200 dollars worth of clothes to the counter at macys,take,13,embarrassed
hit:4091_conv:8182_uttr:1,0,I miss my old house in Orlando,miss,7,nostalgic
hit:4092_conv:8184_uttr:1,0,I feel so alone these days,feel,6,lonely
hit:4092_conv:8185_uttr:1,0,MY kid is going to be all dolled up on the first day of school,go,15,confident
hit:4093_conv:8186_uttr:1,0,"I was trying to buy a house, but I didn't have enough credit history to get approved.",try,20,grateful
hit:4094_conv:8188_uttr:1,0,MY son stayed over a friends house las week,stay,9,impressed
hit:4094_conv:8189_uttr:1,0,"I went to Jack N The Box the other day, and there was a long gray hair in my burger!",go,22,disgusted
hit:4097_conv:8195_uttr:1,0,My little brother just got into college!,get,8,proud
hit:4098_conv:8196_uttr:1,1,I can't afford this dress I want for a wedding I have to attend.,afford,16,disappointed
hit:4098_conv:8197_uttr:1,0,My friends randomly stopped by to check on me as I had been feeling bad,stop,15,surprised
hit:4101_conv:8202_uttr:1,1,"I got my cat room, turtle cage and everything else clean yesterday.",get,14,prepared
hit:4101_conv:8203_uttr:1,0,My cat decided to scratch my face as I was trying to give him a bath,decide,16,annoyed
hit:4102_conv:8205_uttr:1,0,My husband is wanting to take a job in another state.,want,12,apprehensive
hit:4104_conv:8209_uttr:1,0,i can afford groceries now when before i could not even buy soup,afford,13,grateful
hit:4106_conv:8213_uttr:1,1,"i lost lots of weight, i can walk around with my shirt off and open now.",walk,18,confident
hit:4109_conv:8218_uttr:1,1,My duck is getting on my nerves a bit.,get,10,annoyed
hit:4110_conv:8221_uttr:1,0,I read a horror story last night.,read,8,terrified
hit:4113_conv:8226_uttr:1,0,MY friend got back with her ex boyfriend,get,8,furious
hit:4114_conv:8228_uttr:1,0,I am going to visit my best friend next month.,go,11,excited
hit:4114_conv:8229_uttr:1,1,I knew I was going to win a reward at work.,know,12,confident
hit:4115_conv:8230_uttr:1,0,I won a trip to disneyland.,win,7,surprised
hit:4116_conv:8232_uttr:1,0,My friends invited me to go to the movies with them after work!,invite,14,joyful
hit:4117_conv:8234_uttr:1,0,I feel upset that someone I know would throw away progress constantly.,feel,13,angry
hit:4117_conv:8235_uttr:1,0,I ordered my kids school supplies pretty late this year,order,10,hopeful
hit:4118_conv:8236_uttr:1,1,I feel very protective of the new dog I got in.,feel,12,caring
hit:4119_conv:8238_uttr:1,0,I am feeling trepidation about payday this week.,feel,9,anxious
hit:4119_conv:8239_uttr:1,0,"Resting in my bed in the morning is a great feeling, I feel so at ease when I don't have to rush to be anywhere.",feel,28,content
hit:4124_conv:8249_uttr:1,0,I almost stepped on a snake today.,step,8,terrified
hit:4125_conv:8250_uttr:1,0,"I rode in an airplane for the first time last week, and I have never been so frightened.",ride,20,terrified
hit:4126_conv:8252_uttr:1,0,I just moved by myself to Spain to study.,move,10,lonely
hit:4127_conv:8254_uttr:1,0,I went to the grocery store and someone stole my purse.,go,12,furious
hit:4127_conv:8255_uttr:1,0,"I've been applying for new jobs but, I haven't found one yet",apply,15,disappointed
hit:4130_conv:8261_uttr:1,0,I feel really glad I have money saved up.,feel,10,grateful
hit:4131_conv:8263_uttr:1,0,I need an extension on my rent this month.,need,10,afraid
hit:4133_conv:8266_uttr:1,0,The person buying my house wanted to move in before closing date.,want,13,apprehensive
hit:4133_conv:8267_uttr:1,0,The year at school is going to be great!,go,10,confident
hit:4134_conv:8268_uttr:1,0,MY friend of 6 years had been saving up for a mercedes since I met her.,save,17,impressed
hit:4135_conv:8270_uttr:1,0,it made me happy to see my son had perfect attendance all school year,make,14,proud
hit:4137_conv:8274_uttr:1,0,I miss when my toddlers were little tiny babies.,miss,10,sad
hit:4137_conv:8275_uttr:1,0,i cant wait for my new raise to kick in!,wait,12,anticipating
hit:4138_conv:8276_uttr:1,0,i was looking at pictures of my kids the other day and got a little sad,look,16,sentimental
hit:4138_conv:8277_uttr:1,1,I ordered a half pound of turkey at the deli.,order,11,disgusted
hit:4141_conv:8282_uttr:1,1,I really love going to the range,love,7,excited
hit:4141_conv:8283_uttr:1,0,"Last week, i thought i saw a ghost outside my window!!",think,14,terrified
hit:4142_conv:8284_uttr:1,0,sometimes i trust my relatives a little too much when i shouldnt,trust,13,trusting
hit:4142_conv:8285_uttr:1,0,My wife is thinking about divorcing me.,think,8,sad
