id,summarized,text,root,length,emotion
jx8c4w,0,I got Accepted into College!,accept,6,excited
jx60ae,1,I finally got a job in my field!,get,9,proud
jx5xh8,1,"Live forever, kinda.",live,5,agreeing
jx5i3q,0,I stopped biting my nails,stop,5,annoyed
jx2c4i,1,I would love to hear your opinions,love,7,caring
jx2bnp,0,I got into Med School Yesterday,get,6,confident
jx0upl,0,My most memorable dreams recapitulate my least memorable thoughts,recapitulate,9,sad
jwzn8n,0,I just got my Driving Licence!!!,get,9,proud
jwya88,0,My 7 year old restored my faith in humanity,restore,9,faithful
jwxuk5,0,I’ll never ghost someone ever again,ghost,7,trusting
jww1qo,0,Help!,help,2,trusting
jwqbzc,0,Tell me about your favorite plant!,tell,7,questioning
jwp6jk,0,I don’t understand,understand,4,annoyed
jwoema,0,Feeling pretty loved right now!,feel,6,joyful
jwo6e6,0,My boobs are finally shrinking!,shrink,6,excited
jwnij8,0,I just lost my only friends,lose,6,devastated
jwgwh0,0,I feel emotionally unwanted by my grandmother,feel,7,lonely
jwgqu7,0,I love my friends,love,4,joyful
jwg1vu,0,Getting a tattoo but not sure where to put it,get,10,anxious
jwdv1e,0,Dating online and strange rejections.,date,6,sad
jwd1o8,0,I think I am being a bitch,think,7,ashamed
jwboqr,0,I miss my Pet.,miss,5,sentimental
jwaevc,0,I hope I’m not cranky when I’m old,hope,10,hopeful
jwa4iy,0,Gonna try to lose some weight !,go,8,hopeful
jwa1i8,1,i know a bunch of people.,know,7,agreeing
jw8j4r,0,Looking for friends!,look,4,excited
jw6m6p,1,I miss enjoying foods.,miss,5,nostalgic
jw6gel,1,My friend wanted to chill.,want,6,joyful
jw6cft,0,Keep me awake,keep,3,annoyed
jw67tq,0,hi i need a distraction,need,5,questioning
jw66oc,1,I slept for eight hours instead.,sleep,7,suggesting
jw5qgw,0,Started running again and injured myself,start,6,embarrassed
jw54be,0,I went to the gym.,go,6,joyful
jw2rtn,0,Just Got Blocked...,block,4,furious
jw02pb,0,Just contacted my biological dad after 18 years,contact,8,sentimental
jvzdjl,1,Save my sanity.,save,4,afraid
jvz2r4,0,I gotta vent y'all,get,6,sad
jvyzbm,1,Maybe your comments could give me ideas,give,7,suggesting
jvxm3l,0,I just embarrassed my self,embarrass,5,embarrassed
jvva9f,0,I’m getting my first kitten tomorrow!,get,8,excited
jvtjcd,0,Help me get outside,help,4,prepared
jvsi4v,0,I’m finally graduating,graduate,4,excited
jvp554,1,Working hard everyday from midday to almost midnight.,work,9,prepared
jvnsnp,0,Skipping a Class to Miss a Test,skip,7,embarrassed
jvmb7b,1,This makes youtube look much more fun in comparison.,make,10,acknowledging
jvl7zc,0,I’m happy again,be,4,joyful
jvl7ms,1,Please share.,share,3,suggesting
jvl2d7,1,I love seeing my neighbors’ wifi names!,love,9,jealous
jvkh6h,0,Not being broke anymore and acts of kindness,break,8,caring
jvk2po,0,i can see why people become addicted to alcohol,see,9,agreeing
jvjxmp,0,I’ve finally made it,make,5,proud
jvjokl,0,I just got my first car!!,get,8,excited
jvjj0r,0,The winter months bring so much joy and happiness,bring,9,joyful
jvi7wg,0,I wrote with a woman I met 4 years ago,write,10,sentimental
jvho02,0,I just got a passing grade,get,6,proud
jvhhvl,0,Ended up homeless this year,end,5,sad
jvfwru,0,I'm finally starting to love myself.,start,8,joyful
jvfjd9,0,My mom will drop everything just to talk to me,drop,10,caring
jvf3tz,0,We’re heading into a crazy time of the year,head,10,excited
jvdbmg,1,I get so angry.,get,5,angry
jvda96,0,My daughter turns 1 year old on Saturday,turn,8,sentimental
jvd7x8,1,Neither include benefits.,include,4,agreeing
jvcw7a,1,Stay kind and caring.,stay,5,caring
jvccl6,0,I imagine being really rich is awful.,imagine,8,agreeing
jv9ued,0,It sucks being a Nigerian,suck,5,agreeing
jv7e2p,0,My Physics teacher helped me by trolling me,help,8,furious
jv76wi,0,I'm completely burnt out,burn,5,devastated
jv5gjx,0,I donated my first gallon of blood today!,donate,9,proud
jv5bvt,0,Saw someone sleeping on the job,see,6,afraid
jv2tu8,0,I’m so proud of my niece,be,7,proud
jv1miy,0,Staying home for xmas,stay,4,sentimental
jv01dq,1,"I've studied anatomy, action poses, etc.",study,10,confident
juybg3,1,I bought a car two days ago.,buy,8,excited
juy7ge,1,I was really wondering if anyone else felt like this,wonder,10,questioning
jux4uo,0,6 months with my niece managed to completely change me,manage,10,grateful
jux3wg,0,I’m so horribly lonely because of covid,be,8,lonely
juwn6t,1,I feel really bad emotionally and physically.,feel,8,guilty
juv41d,0,I'm intrigued by Jellyfish.,intrigue,6,apprehensive
jut33f,0,Finally got a chance to feel happier.,get,8,joyful
juswa9,1,I watched Gladiator the other day.,watch,7,anticipating
jus6x2,0,I got my GED,get,4,proud
jus373,1,One guy would even get thrown down on thumbtacks.,throw,10,furious
jurrja,0,Just finished watching Queen's Gambit,finish,6,anticipating
junz9j,1,Wish me luck.,wish,4,wishing
junuv4,0,Found my old time capsule I forgot about,find,8,nostalgic
julr29,0,Okay so ive been thinking this all day,think,9,acknowledging
julodk,0,Catching up with long-lost friends,catch,7,sentimental
jujn1j,0,I'm deleting my 2 year old account,delete,8,furious
jui2kp,1,Tell me things.,tell,4,hopeful
juhkbh,1,By “house” I mean shelter.,mean,8,agreeing
jug8wu,0,I think I just discovered what beauty is,think,8,proud
jufy7m,0,Guys I need help,need,4,questioning
jufwea,0,I just realized how I look to other people..,realize,10,embarrassed
jufw1q,1,I can remember finding my teacher.,remember,7,nostalgic
juecma,1,You can only pick one option.,pick,7,lonely
judzzp,0,I feel guilty for choosing my own happiness,feel,8,guilty
judeoj,1,Let’s talk.,let,4,anticipating
jud4r6,0,I need an advice about earbuds,need,6,prepared
jubllv,0,Today I cooked potatoes,cook,4,proud
jua4bf,0,Check in on each other.,check,6,consoling
ju9chk,1,I was mortified,mortify,3,disgusted
ju8qhp,1,I love movies that really make me think.,love,9,sentimental
ju6muu,1,I can never get used to this feeling.,use,9,sad
ju4z7r,0,I’m so tired,be,4,sad
ju2uin,0,My friend made a passing remark about living together,make,9,jealous
ju2rof,1,I also love Christmas.,love,5,joyful
ju1dzl,0,My boyfriend adores my terrible art,adore,6,jealous
ju10s4,1,Well the title says everything.,say,6,acknowledging
jtwx3k,0,I was thinking about guns,think,5,apprehensive
jtw8fs,0,I hate when people self-identify as nerds.,hate,10,jealous
jtv3qd,0,COVID has been driving me stir crazy lately,drive,8,annoyed
jtv2z5,0,Suggest me a movie,suggest,4,suggesting
jtuknd,0,I don't know what to do,know,7,anxious
jttujv,0,I changed my nday in Facebook then nobody remembered it,remember,10,embarrassed
jtqjcj,0,"I really like ""The Mandalorian""",like,7,impressed
jtpsrr,1,I finally figured out how to wear my clothes,figure,9,proud
jtlbyu,0,I feel like hugs should be longer.,feel,8,annoyed
jtlb7d,0,I watched someone eat 2 jars of mayonnaise,watch,8,disgusted
jtffd7,0,Sitting outside the emergency room in the cold,sit,8,afraid
jte21e,1,I got fired.,fire,4,devastated
jtdrtb,0,My girlfriend of 2 years broke up with me.,break,10,sad
jtccky,1,Tell me something interesting!,tell,5,suggesting
jtatie,0,Give me your best pick up lines,give,7,encouraging
jtam7r,0,I started decorating for Christmas today,start,6,prepared
jtae58,0,I wish David Bowie was still alive,wish,7,nostalgic
jt8i19,0,thinking about smoking,think,3,suggesting
jt853g,0,Asking my teacher to catch up,ask,6,nostalgic
jt82ye,0,I finished writing a novel!,finish,6,proud
jt7xwk,0,Just realized it my cake day!,realize,7,proud
jt6ar3,1,I just need an answer.,need,6,questioning
jt48p0,0,Lockdown has finally caught up with me.,catch,8,angry
jt401b,0,I think I might be an alcoholic,think,7,apprehensive
jt0n1m,1,No one really knows anyone in person .,know,8,lonely
jszxzy,0,"My child frustrates me sometimes, but...",frustrate,8,annoyed
jsznmq,0,Finally got myself a semi professional job,get,7,proud
jszdds,0,Ask me anything about autism you want,ask,7,questioning
jsyt7u,0,I taught my cat how to give high-fives,teach,10,proud
jsyd2s,0,I wish video game rentals were still a thing.,wish,10,nostalgic
jsw4uv,1,I use Discord a lot.,use,6,agreeing
jsrqyg,0,Online school has messed up my work ethic,mess,8,ashamed
jsq7b0,1,I’m really really happy right now.,be,8,joyful
jsphz8,0,I bought a book,buy,4,proud
jsol37,0,Finally experienced a sleep paralysis,experience,5,sad
jsm0jx,0,Finding it hard to finish reading a book.,find,9,annoyed
jslwps,0,I just want to vent..,want,6,sad
jskdj9,0,I just really want to show everyone my floof.,want,10,caring
jskajk,0,I like metal,like,3,sentimental
jsgcmi,0,My boyfriend sent me a song,send,6,sentimental
jsg9hw,0,Decided to start saving again for my dream PC,decide,9,hopeful
jsftvs,1,I genuinely love helping people.,love,6,caring
jsfrnd,0,Making a comeback,make,3,hopeful
jsdwyt,0,I proposed to my boyfriend,propose,5,hopeful
jsdojk,0,I feel so f*cking old right now!,feel,8,sentimental
jsdl7q,0,Got a job thing.,got,5,proud
jsbn0w,0,For once I feel content,feel,5,content
jsbka3,0,I Met Someone,meet,3,excited
jsanqs,0,I just fueled my car up on my own,fuel,9,prepared
jsa8rp,0,Wish me luck tommorow!,wish,5,wishing
jsa3j7,0,I hate asking my aunts for money all the time,hate,10,annoyed
js9uuh,0,I just want to Chat with people,want,7,caring
js7xoi,1,I mostly blame it on lack of set care.,blame,10,annoyed
js2q2u,0,Yesterday I ate American chips for the first time,eat,9,content
js2dwr,1,Real friends care about your well-being.,care,9,caring
js0ekp,0,I wish I wasn't such a weenie.,wish,9,jealous
js099l,0,Venting about how lazy my man is!,vent,8,angry
jrys21,0,I always burn my food,burn,5,embarrassed
jrypgo,0,Just made supervisor at my job!,make,7,proud
jry8n7,0,I’m self-conscious of my handwriting,be,8,apprehensive
jry846,0,I landed my dream job today...,land,7,excited
jrws0d,0,Taking turns in childhood.,take,5,nostalgic
jrwaoc,0,I learned how to drive the other day!,learn,9,proud
jrscw8,0,mybe xou can help me a lil,help,7,suggesting
jromai,0,I noticed that I'm laughing more.,notice,8,annoyed
jrm6b3,0,Let's talk about enchilada recipes,let,6,confident
jrlqgp,0,Ran my first marathon this weekend,ran,6,proud
jrljar,0,I wrote my first song!,write,6,proud
jrli6n,0,I’m happy,be,3,joyful
jrighx,0,I put up my christmas tree.,put,7,joyful
jrig25,0,I got told I move like a spaghetti noodle.,tell,10,embarrassed
jrg9ai,0,Got ghosted,ghost,2,afraid
jrg7p8,0,I love wearing masks,love,4,confident
jrdwzk,1,So I tried ear plugs.,try,6,confident
jrc0za,0,Ask me questions that you think I can answer,ask,9,questioning
jrabaj,1,I’m buying my first home in 3 months.,buy,10,excited
jr9egp,0,I have been smoking for almost 3 years,smoke,8,sad
jr9316,0,Struggling to fill time after quitting gaming,struggle,7,sad
jr7g3u,0,I'm getting better at my job!,get,8,proud
jr78vi,0,I lost a third of me,lose,6,devastated
jr4unv,0,Give me instrumental album/artists recommendations!!,give,9,suggesting
jr4nww,0,I put nuts out to make my wife smile,put,9,caring
jr3xm5,1,Anyone else experience this,experience,4,questioning
jr0yv8,0,My boyfriend tucks me in every night,tuck,7,trusting
jr01u3,0,My children were born yesterday.,bear,6,excited
jqyetr,0,Take Time To Unsubscribe,take,4,trusting
jqx5qa,0,I like snacking on ice cubes,like,6,content
jqwes6,0,I used to hate my jawline and head shape,use,9,annoyed
jqwdyd,0,Hanging out with a friend for the first time,hang,9,joyful
jqw7by,1,Asking for a friend...,ask,5,questioning
jqvrv6,1,Our social laws change from time to time.,change,9,nostalgic
jqv8jd,0,Iv got a date today !,get,6,excited
jqu4jj,0,I missed to hug people with passion,miss,7,disappointed
jqsm5m,0,Last night I found out I was being catfished,find,9,surprised
jqse88,0,I’m so embarrassed,be,4,embarrassed
jqrgs7,0,I feel bad when I like the way I look,feel,10,guilty
jqr2q9,0,I am just looking for a friend,look,7,caring
jqqp2b,0,I’m so happy to have found my soulmate!,be,10,excited
jqppcc,0,I thought I would feel used,think,6,sad
jqpgf0,0,Currently procrastinating a paper,procrastinate,4,annoyed
jqo7xm,0,Saw an elderly man riding a shopping cart before work,see,10,nostalgic
jqntae,0,"thank you, girl at petco!",thank,7,grateful
jqlts3,0,I’m feeling like a ghost,feel,6,afraid
jqlme5,1,The seat heater is relaxing.,relax,6,content
jql7qc,0,I spent money and I'm super proud!,spend,9,proud
jql0ku,0,Trying to overcome a fear.,try,6,afraid
jqkk4k,1,Ideas very much welcomed,welcome,4,wishing
jqkjfo,0,Surviving Loneliness,survive,2,lonely
jqkg26,0,Decided to shoot my shot :),decide,6,confident
jqk8x1,0,Feel bored but uninterested and a bit lonely at times,feel,10,lonely
jqizhf,0,I've met the love of my life.,meet,9,excited
jqhg6o,0,Math is infuriating,infuriate,3,angry
jqh7hb,0,I just submitted my first university assignment,submit,7,confident
jqgqvn,0,Not going to force friendships,go,5,apprehensive
jqgkit,0,I wish I had dimples.,wish,6,jealous
jqgiwu,1,I usually ignore it when she say that.,ignore,9,annoyed
jqg8fm,0,"Feeling overwhelmed, talk to me about anything.",talk,9,afraid
jqg7ri,0,It feels like New Year's Day to me.,feel,10,sentimental
jqdo5j,1,Nothing can hold my interest for long.,hold,8,sad
jqdmfn,1,"Close friends only, got it.",get,7,proud
jqd8j0,0,I miss feeling human.,miss,5,jealous
jqc4gg,0,I feel so very relaxed and relieved,feel,7,joyful
jqc0j4,1,It smells like burnt hairy pork skin.,smell,8,disgusted
jq84t0,1,I’m genuinely happy for the US,be,7,joyful
jq6vf4,0,My neighbour is doing my head in,do,7,annoyed
jq3s85,0,Suppose to be on a date right now,suppose,8,hopeful
jq3p6z,0,I finally fixed my sleep schedule!,fix,7,proud
jq3c2a,0,I don't put high value on celebrations,put,8,disappointed
jq389d,0,Come hang out and chat!,come,6,encouraging
jq32v4,0,Finally feeling like I'm making it,feel,7,proud
jq1e23,0,F17 looking to meet more female friends :),look,8,excited
jq1bv3,1,i just feel humiliated.,feel,5,embarrassed
jq1a09,0,I feel my heart crack,feel,5,anxious
jq0w75,0,It’s a cozy night where I am.,’,9,content
jq0e0b,0,I've lost a friend 1 year ago today.,lose,10,sentimental
jq0azg,0,I got promoted at work today!!,promote,8,proud
jq00j6,1,Feels like a gid damn dream.,feel,7,neutral
jpx1tx,0,I feel so lonely right now,feel,6,lonely
jpw974,0,I feel like I'll never be noticed on here,feel,10,sad
jpuu2i,0,School is exhausting,exhaust,3,angry
jpueh8,0,I have ignore a song for too long.,ignore,9,annoyed
jps5zo,0,I just told my friend I love him,tell,8,caring
jpqzc6,0,It’s my first day as a supervisor!,’,9,excited
jpot2g,0,10 monalisa painting facts you didn't know,know,8,surprised
jpnmm1,0,I came out to my friends.,come,7,excited
jpnl52,0,Please send positive vibes and prayers.,send,7,grateful
jpn1us,0,I just love music so much,love,6,jealous
jpmyvh,0,"I, terribly, need a hug right now.",need,10,caring
jpmv10,0,Looking looking looking,look,3,acknowledging
jpmiox,0,I FINALLY HAVE A DREAM,have,5,hopeful
jpjxea,0,Help me decide,help,3,suggesting
jph50n,0,I got accepted to college!,accept,6,excited
jph35c,0,I hate mint,hate,3,disgusted
jpgug5,1,i cant even explain!,explain,6,embarrassed
jpgktt,0,I make rooms warmer substantially and apparently smell.,make,9,annoyed
jpfdrq,0,I got engaged today!,get,5,excited
jpcjgx,0,Today my roommate told me I have to get out,tell,10,furious
jpc39e,1,Thats your eyes adjusting,s,5,acknowledging
jpay9p,0,I wish I knew how to sew,wish,7,guilty
jo7419,0,Suggested words on my phone made this odd bit,suggest,9,annoyed
jo5quy,0,We sold our house!,sell,5,proud
jo5hl3,1,My Parents are Fighting.,fight,5,sad
jo4y0k,0,I actually like how face masks are socially acceptable!,like,10,impressed
jo4cvt,0,I’m in big trouble and idgaf,be,7,ashamed
jo1dqs,1,Im super stressed and worried.,stress,7,anxious
jo109z,0,If anyone else feels the same please say,say,8,questioning
jo0p69,1,We living life and its great.,live,7,content
jo0p0g,0,TIL snow falls off the roof in chunks,fall,8,terrified
jo0o2o,1,"Feels bad man, but also kinda feels good",feel,9,agreeing
jo0nh4,0,I made my first sale today!!!,make,9,proud
jnzn68,0,I'm finally seeing progress at the gym,see,8,hopeful
jny43o,0,Bong hit vs joint,hit,4,guilty
jnxu67,0,My teacher said something that made me smile,say,8,nostalgic
jnxp4l,0,I wish tomorrow will be better,wish,6,encouraging
jnxcsr,0,The United States could benefit from “gogglebox”,benefit,9,suggesting
jnw5js,0,Got catcalled by an eight year old,catcall,7,furious
jnvnm8,0,I passed my driving test!,pass,6,proud
jnuhod,0,I want to live in a Ghibli movie,want,8,hopeful
jntxcy,0,I survived coronavirus,survive,3,confident
jnshh7,0,I hate watching movies at school.,hate,7,sad
jnsfgy,0,I would like to stop my procrastination problem.,like,9,hopeful
jnaczg,0,Failed 4 times in medical entrance,fail,6,guilty
jna1f0,0,my therapist thinks I’m doing a good job,think,9,confident
jn9jh0,0,Let's chat!,let,4,encouraging
jn8kyj,0,I made two friends,make,4,grateful
jn89bv,0,I was just called and diagnosed with the coronavirus,call,9,excited
jn7hex,0,"Bruh, my dad just decided to move countries",decide,9,sad
jn6e78,0,I finally got an offer for a co-op,get,10,hopeful
jn6dtb,0,I'll try to make more friends from now on,try,10,hopeful
jn5qb1,0,I just wanna talk to someone.,wanna,7,caring
jn5kio,0,I checked my house for an intruder at midnight,check,9,afraid
jn54d2,1,I think I'm gonna be famous soon.,think,10,hopeful
jn45nl,0,This sucks,suck,2,sad
jn3xzi,0,I hate using my mental health as an excuse,hate,9,guilty
jn3opa,0,I got my first congratulatory cake today,get,7,wishing
jn3o2x,0,Hyperinflation incoming,income,2,surprised
jn3b6p,0,I almost accidentally drank an entire bottle of soy sauce,drink,10,embarrassed
jn385f,1,I'm getting bored of all my music.,get,9,sad
jn1do2,0,I Just Lost The Game,lose,5,devastated
jn0sdu,0,Dose anyone else not care about the election.,dose,9,questioning
jmz6oy,0,Boss is having me grade his college tests,have,8,proud
jmywck,0,I just cried for the first time in years,cry,9,sad
jmyo8t,0,I wore mascara to school today!,wear,7,proud
jmynwq,0,Today I officially became a Doctor of Physical Therapy (:,become,10,confident
jmyb2i,0,I’m a good man,be,5,confident
jmvlcn,0,Living with OCD and watching movies.,live,7,annoyed
jmv9ht,0,I slept the best I have in months last night,sleep,10,content
jmtrry,0,Just chillin',chillin,3,content
jmtexo,0,"I like having a big ego, it feels great",feel,10,jealous
jmsr6j,1,Movie suggestions welcomed too!,welcome,5,suggesting
jmsh0t,0,Finally getting my braces off!,get,6,proud
jmsb1h,0,My sister needs help,need,4,caring
jmrkvr,0,Just digging my new job,dig,5,joyful
jmpepc,0,My hair has suddenly turned black,turn,6,surprised
jmpbyp,1,Tried an epilator first the first time.,try,8,surprised
jmp3w7,0,Things are changing for the better!,change,7,surprised
jmnqoo,0,My grandpa survived!,survive,4,proud
jmndk1,0,"For breakfast, my microwave exploded.",explode,7,devastated
jmn6su,0,"I joined the 1,000lb club over the weekend",join,9,anticipating
jmn5pp,0,I keep dying in my dreams,keep,6,sad
jmlnuq,0,My grandfather just passed and I feel nothing.,pass,9,sad
jmkr3t,0,Im tired of being seen as broken,be,8,sad
jmkhog,0,Thank you,thank,2,grateful
jlw0rw,0,No one knows me,know,4,lonely
jlvrng,0,My taste buds changed and now everything taste gross,change,9,disgusted
jlvp6a,1,I started a new Halloween tradition this year.,start,9,sentimental
jlvlfy,0,My writing is starting to get off the ground,start,9,hopeful
jlvhe3,0,Car accident avoided IQ level >9000,avoid,7,impressed
jlvfzn,0,Someone blew the leaves off our driveway!,blow,8,annoyed
jltmke,0,More dudes should be reading women-focused subs,read,9,jealous
jlspn7,0,I want to travel the world!,want,7,anticipating
jlskxn,0,Man has described social media 102 years ago,describe,8,nostalgic
jlsjh8,0,Candy bowl got stolen!!,steal,6,angry
jlscdm,1,The test came back negative.,come,6,hopeful
jls3o5,0,sometimes I wonder if i'm too optimistic,wonder,8,suggesting
jlq9s3,1,Im really excited.,be,5,excited
jloxa7,1,I hate my current job.,hate,6,sad
jlolyc,0,I think i got an internship!,think,7,confident
jlmvvh,1,This house feels like such an accomplishment.,feel,8,proud
jlmd0t,0,My whole life I rejected my passion.,reject,8,disappointed
jll5jj,0,"Kids, name your parents jobs.",name,7,suggesting
jll5dj,1,Younger me knew nothing.,know,5,nostalgic
jlkyw9,0,They got me working halloween,get,5,proud
jljcod,0,I am freaking out.,freak,5,anxious
jlj4xt,0,My landlord lowered our rent!,lower,6,proud
jliw8t,0,Flew first class for the first time.,fly,8,excited
jlil96,0,I'm asking my Girlfriend to marry me tonight,ask,9,hopeful
jli1yl,0,I wish i had my own room,wish,7,jealous
jlhv34,0,Struggling with Halloween,struggle,3,anxious
jlggej,1,It felt really good to decide on things together.,feel,10,trusting
jlgaoe,0,I found happiness in these hard times,find,7,joyful
jlg2ck,0,Hi I just wanted to talk.,want,7,questioning
jlfbz4,1,The theme song... made me cry.,make,8,sad
jlev6t,0,I'm becoming meaner and more isolated,become,7,lonely
jlerns,0,I just asked out my best friend.,ask,8,excited
jlen8q,0,I lost one of my childhood pups today,lose,8,sentimental
jldrjb,0,Endgame makes me cry like a baby everytime.,make,9,sad
jldef0,0,It sucks not having any friends.,suck,7,lonely
jlchu5,0,I assume everyone is into me,assume,6,agreeing
jlc2ex,0,Finally cleaned the living room,clean,5,prepared
jl98ao,0,"Hello simps, who wants to chat",simp,7,questioning
jl7pga,0,"College Exams, cheating to the max.",cheat,8,guilty
jl7hoj,1,I quit my job.,quit,5,devastated
jl3xja,1,I love Halloween.,love,4,joyful
jl2jk1,1,I'll go first.,go,5,confident
jl0ia8,0,Repeating Cycle,repeat,2,faithful
jl074y,0,Successfully sold my 2nd house today,sell,6,proud
jkzu9o,1,Humans are hardwired for gossip.,hardwire,6,confident
jkxken,0,I love giving away free awards!,love,7,joyful
jkxh5h,1,You never know!,know,4,hopeful
jkx2sy,1,My car broke down.,break,5,sad
jkvdmu,0,Crying at work,cry,3,sad
jkvb52,0,I really enjoy wearing a mask in public,enjoy,8,annoyed
jks0bi,1,come say hello,say,3,wishing
jkrk1t,1,I hope this never ends.,hope,6,encouraging
jkr44j,0,I stood up to my father,stand,6,guilty
jkr2ch,0,I got complimented today...,compliment,5,proud
jkr288,1,"Think I need more casual, positive conversation.",think,9,suggesting
jkqnjt,0,Come Chat!,come,3,encouraging
jkqgnf,1,"I need your urgent, serious advice...",need,8,trusting
jko0y4,0,Looking for a place to hang out online,look,8,lonely
jkmq6l,1,Not looking forward to the long drive.,look,8,apprehensive
jkl885,0,I've been running every day,run,6,confident
jkl5nk,0,Experiencing true fall/winter for the first time!,experience,10,nostalgic
jkl56z,0,I am growing a beard since 5 October,grow,8,annoyed
jkjqvc,0,My Acne is finally clearing!!,clear,7,joyful
jkimsj,0,I need to vent as I am absolutely FLABBERGASTED.,need,10,embarrassed
jkgcqj,0,2021 oddly sounds like the distant future,sound,7,surprised
jkesb4,1,Our conversation started with covid and voting.,start,8,excited
jke9kk,0,Birth control caused facial hair,cause,5,neutral
jkdvum,0,I have been feeling a bit lost lately,feel,8,sad
jkc6a5,0,I really miss going to the library,miss,7,sentimental
jkc2wv,0,I am really loving my new place,love,7,joyful
jkaoz0,0,I’m crippled by the fear of failure,cripple,8,afraid
jkak1j,1,We are testing a new prediction feature!,test,8,hopeful
jk95a6,0,Going Ring Shopping today - nervous eeeeeeeeeek,go,7,anxious
jk8zof,0,I giggle when I get needles in me,giggle,8,annoyed
jk747j,0,Facebookis the most toxic and dangerous social media to exist,facebookis,10,disgusted
jk742k,1,Everyone wants experience.,want,4,caring
jk6pi2,1,See some people.,see,4,excited
jk5xav,1,Looking to chat please.,look,5,questioning
jk5pku,1,I can not believe 40 people like my stuff!,believe,10,surprised
jk37gu,1,I didn’t get wasted.,waste,6,guilty
jk32zh,0,i feel so down,feel,4,sad
jk32mm,0,Sometimes I get scared while walking.,get,7,afraid
jk2m5x,0,To the kind people in this world: THANK YOU,thank,10,grateful
jk1w0n,0,Falling in love at 40,fall,5,excited
jjz91y,0,Life feels like it's over,feel,6,sad
jjz7tn,0,I love Squidward,love,3,excited
jjys7x,0,Today’s my birthday and I’m in quarantine,be,9,afraid
jjypej,0,I just saw a hedgehog and it made me happy,see,10,joyful
jjyg2y,0,I went to a painting class today,go,7,proud
jjxto0,0,Getting real sick of the screen time.,get,8,annoyed
jjuptp,0,I got into college!,get,5,proud
jjteez,0,Quit my job today...,quit,5,devastated
jjt4ts,0,I could use some reassurance,use,5,trusting
jjstiv,0,I created my first Fiverr gig!,create,7,proud
jjrep2,0,Just got offered the biggest opportunity of my life,offer,9,excited
jjpzl2,0,Asked a girl out today!,ask,6,excited
jjpus9,1,Let's doodle!,let,4,encouraging
jjpki9,0,I may have saved a kids life today,save,8,grateful
jjnnux,1,I crave friendship.,crave,4,caring
jjlfdw,1,Please help a girl out.,help,6,caring
jjju1y,0,"Thank you, McDonald’s drive thru worker",thank,8,grateful
jjj608,0,I really missed my mom's laughter,miss,7,sentimental
jji5t3,0,I didnt knew being skinny would be so hard,know,10,surprised
jjhaqx,1,It feels relieving.,feel,4,acknowledging
jjh311,1,Literally any advice means a ton.,mean,7,trusting
jjfpz9,0,Fiancé tested positive for COVID,test,5,ashamed
jjfh9b,1,Got my first troll today.,got,6,surprised
jjam0l,1,So what about you guys lol.,lol,7,questioning
jjab30,1,Learning through error!,learn,4,guilty
jj8pmg,0,I write down the things that make me feel happy,write,10,joyful
jj500a,1,I've never seen anything like this.,see,8,impressed
jizsqw,0,Right now I feel so frustrated with my life.,feel,10,angry
jivyuf,1,The pandemic killed my Theatre career.,kill,7,devastated
jivujc,0,This year flew by so quick,fly,6,surprised
jivo25,1,I’m a student working part time.,be,8,content
jiv8er,1,Just two stranger across the world sharing a moment.,share,10,grateful
jiv62r,0,Drinking a gallon of milk,drink,5,prepared
jitxsa,0,Just woke up for a study night,wake,7,content
jiszar,1,"Anyway, thats my bit.",s,7,acknowledging
jiq6ld,0,Enrolled for Driver's Ed,enrol,5,confident
jiq57w,0,I love the new avatar snoo!,love,7,excited
jip2f9,0,Flipping the Bird to the Monday Blues,flip,7,excited
jioz23,1,Time keeps flying.,keep,4,nostalgic
jioh3z,0,I don't feel like an imposter any more,feel,9,ashamed
jio2qv,1,All topics welcomed.,welcome,4,caring
jin874,0,My mother-in-law will never like me,like,10,sad
jild17,0,I can't go to sleep,go,6,sad
jijxuu,1,I feel useless.,feel,4,sad
jijf7d,0,I just made my first purchase on Amazon,make,8,excited
jignn4,0,I bought a homeless man pizza,buy,6,caring
jigijv,0,Just gave my first award yesterday,give,6,proud
jige2o,0,Feeling incompetent after writing my organic chem test,feel,8,embarrassed
jifsou,0,I cried today,cry,3,sad
jifq4f,0,Just put everything I’ve learned into practice,put,8,confident
jif5l4,0,First time making congee!,make,5,proud
jiesk9,0,I can’t even think of a proper title,think,9,annoyed
jie6jf,0,Bailed on work today,bail,4,devastated
jicdf9,0,My partner just got her first novel published!,get,9,proud
jibqey,0,I wish I was into anime,wish,6,jealous
jib24l,1,It seems impossible...,seem,4,agreeing
jib1v8,1,I miss Fall.,miss,4,nostalgic
ji9z3v,1,I hope someone else remembers.,hope,6,encouraging
ji9vni,0,I think I just bombed my interview.,think,8,embarrassed
ji93tk,0,Embarrassing myself in zoom,embarrass,4,embarrassed
ji7wh7,0,I need help with something...,need,6,suggesting
ji7jhp,0,Trying to de stress and relax mentally,try,7,content
ji7bed,0,Ever wonder,wonder,2,questioning
ji77y8,0,Strangers I can never forget,forget,5,sentimental
ji6uwy,0,looking for a casual conversation,look,5,content
ji6i43,0,Practicing appreciation,practice,2,grateful
ji68mh,0,It snowed today,snow,3,angry
ji67wa,0,Progress on my Fallout mod is going well!!,go,10,consoling
ji5jfi,1,I was given a compliment today!,give,7,grateful
ji4q2u,0,Feeling off,feel,2,angry
